ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
518,EVR-WOOD TREATING/EVANGELINE REFINING COMPANY,LAN000605517,0605517,6,"HWY 97N,1 MILE EAST OF INTERSTATE HWY 10",LA,ACADIA,EVANGELINE,70537,30.248056,-92.6175,Currently on the Final NPL,Does Not Meet the Measure,No,EVR-WOOD TREATING/EVANGELINE REFINING CO,,"The EPA has developed a conceptual site model and a sampling plan concerning investigation of the site. Planning activities associated with implementation of the sampling plan have been completed. Sampling activities were initiated on January 12, 2015 and",No,No,Yes - 1/2 mile,Yes - 1/2 mile,"Rural (less than 2,500 people)",406.57970015,No,,,,,,-10310132.9385,3535475.1457
519,EWAN PROPERTY,NJD980761365,0200791,2,WALLINGFORD WAY,NJ,BURLINGTON,SHAMONG TOWNSHIP,08088,39.802781,-74.719439,Currently on the Final NPL,Meets the Measure,Yes,"EWAN PROPERTY, EWAN PROPERTY, EWAN PROPERTY, EWAN PROPERTY DRUM DUMP, EWAN PROPERTY SITE, SHAMONG TOWNSHIP DRUM DUMP",,"The Ewan Property site is located in Shamong Township in New Jersey. Waste disposal activities took place at the 43-acre site in 1974 and 1975, resulting in soil and groundwater contamination with volatile organic compounds (VOCs) including acetone, tolue",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",7.39,No,,,,,,-8317729.901799999,4837324.204099998
520,EXIDE BATON ROUGE,LAD008184137,0600387,6,2400 BROOKLAWN DR,LA,EAST BATON ROUGE,BATON ROUGE,70807,30.586168,-91.245026,Currently on the Final NPL,,No,SCHUYLKILL METALS CORP,,"The Exide Technologies, LLC (Exide) Baton Rouge Recycling Center operated a battery recycling facility located in East Baton Rouge Parish, approximately 10 miles northeast of Baton Rouge, Louisiana. The facility operated as a secondary lead smelter and re",,,,,,,No,,,,,,-10157349.8317,3579121
521,F.E. WARREN AIR FORCE BASE,WY5571924179,0800017,8,I-25 AND RANDALL AVE.,WY,LARAMIE,CHEYENNE,82005,41.152742,-104.862334,Currently on the Final NPL,Does Not Meet the Measure,No,"F.E. WARREN AIR FORCE BASE, F.E. WARREN AIR FORCE BASE, USAF FRANCIS E WARREM AFB",,"The 6,000-acre F.E. Warren Air Force Base site is located in Laramie County, immediately west of Cheyenne. Historically, the base has served as a cavalry outpost, quartermaster depot and intercontinental ballistic missile operations base. Past operations ",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",3851.153772,Yes,,,,,,-11673221.6243,5034897.245800003
522,"FACET ENTERPRISES, INC.",NYD073675514,0201604,2,RTE 14,NY,CHEMUNG,ELMIRA,14903,42.1325,-76.829169,Currently on the Final NPL,Does Not Meet the Measure,Yes,"FACET ENTERPRISES, FACET ENTERPRISES INC, FACET ENTERPRISES, INC, FACET ENTERPRISES, INC.","The 31-acre Facet Enterprises, Inc. Superfund site is in the village of Elmira Heights, New York. Starting in 1895, a facility on-site made bicycles. From 1929 to 1975, it made bicycle parts, automotive engine components and small arms. In 1979, EPA and ","The Facet Enterprises, Inc. site is located in Elmira Heights, New York. Bendix Corporation, which manufactured various products including bicycle parts, automobile engine components, and small arms during World War II owned the Facet Enterprises, Inc. si",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",662.43671641,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#facet,,,-8552583.9712,5180848.0119
523,FADROWSKI DRUM DISPOSAL,WID980901227,0505178,5,6800 S 27TH ST,WI,MILWAUKEE,FRANKLIN,53132,42.9207,-87.95245,Deleted from the Final NPL,Meets the Measure,Yes,"ADROWSKI DRUM, FADROWSKI DRUM DISPOSAL, FADROWSKI DRUM DSPL, MENARD'S DRUM DSPL SITE",,"Fadrowski Drum Disposal site, which is comprised of 20 acres of semi-rural land, is located on South 27th Street 20 in Franklin, Wisconsin. The city of Franklin is located just outside of the Milwaukee city limits. Between 1970 and 1982, demolition and co",No,No,Yes - 1 mile,No,"Urban Area (50,000+ people)",40.682123952,No,Situation Assessment,http://semspub.epa.gov/src/document/05/633182,,,,-9790821.948,5299909.357000001
524,FAIR LAWN WELL FIELD,NJD980654107,0200765,2,IND PARK/HENDERSON BLVD 11 ST,NJ,BERGEN,FAIR LAWN,07410,40.9375,-74.131939,Currently on the Final NPL,Does Not Meet the Measure,No,"FAIR LAWN WELL FIELD, FAIR LAWN WELL FIELDS, FAIRLAWN WELLFIELD, FISHER SCIENTIFIC (NJD004362059), SANDVIK INC (NJD046351268)","The Fair Lawn Well Field Superfund site is in the borough of Fair Lawn in Bergen County, New Jersey. It consists of the groundwater that affects four municipal wells that are part of the Westmoreland Well Field. In 1978, the New Jersey Department of Envi","The Fair Lawn Well Field Superfund site is in the Borough of Fair Lawn, New Jersey and includes the Fair Lawn Industrial Park to the northeast, a residential neighborhood to the southwest, and Henderson Brook to the west. The Passaic River is one mile sou",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",240.74795571,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-jersey#fair,,,-8252329.700999999,5003127.294299997
525,FAIRCHILD AIR FORCE BASE (4 WASTE AREAS),WA9571924647,1001139,10,US HIGHWAY 2 W OF SPOKANE,WA,SPOKANE,SPOKANE,99011,47.628331,-117.6462,Currently on the Final NPL,Does Not Meet the Measure,No,"FAIRCHILD AIR FORCE BASE, FAIRCHILD AIR FORCE BASE (4 AREAS), FAIRCHILD AIR FORCE BASE (4 WASTE AREAS), FAIRCHILD AIR FORCE BASE (4 WASTE AREAS), FAIRCHILD AIR FORCE BASE (4 WASTE AREAS), FAIRCHILD AIR FORCE BASE (4 WASTE AREAS), FAIRCHILD AIR FORCE BASE, USAF, USAF FAIRCHILD AIR FORCE BASE (4 WASTE AREAS), USAF FAIRCHILD AIR FORCE BASE (4 WASTE AREAS)",,"The 4,300-acre Fairchild Air Force Base (4 Waste Areas) site is located in Spokane County, Washington. Past base activities included the disposal of solvents, paint wastes, plating sludge and industrial wastes at various locations across the base. The sit",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",9539.9473052,Yes,,,,,,-13096315.0778,6045243.594800003
526,FAIRCHILD SEMICONDUCTOR CORP. (MOUNTAIN VIEW PLANT),CAD095989778,0901680,9,"369, 515 N Whisman, 313 Fairchild & 401 National",CA,SANTA CLARA,MOUNTAIN VIEW,94042,37.4012,-122.0542,Currently on the Final NPL,Does Not Meet the Measure,Yes,"FAIRCHILD HAZ WASTE STORAGE FACIL, FAIRCHILD SEMICONDUCTOR, FAIRCHILD SEMICONDUCTOR MOUNTAIN VIEW, FAIRCHILD SEMICONDUCTOR CORP (MT VIEW), FAIRCHILD SEMICONDUCTOR CORP. (MOUNTAIN VIEW PLANT), MIDDLEFIELD-ELLIS-WHISMAN STUDY AREA",,"The 56-acre former Fairchild Semiconductor Corp. (Mountain View plant) site is located in Mountain View, California. A facility on site manufactured semiconductors. The site is one of three Superfund National Priorities List (NPL) sites that are being cle",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",474.16994371,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#mountain,,,-13587011.3932,4495177.413199998
527,FAIRCHILD SEMICONDUCTOR CORP. (SOUTH SAN JOSE PLANT),CAD097012298,0901685,9,101 BERNAL ROAD,CA,SANTA CLARA,SAN JOSE,95119,37.2326,-121.7748,Currently on the Final NPL,Meets the Measure,Yes,"FAIRCHILD CAMERA S SAN JOSE, FAIRCHILD CAMERA & INSTRUMENT CORP, FAIRCHILD CAMERA & INSTRUMENT CORP, FAIRCHILD CAMERA (S SAN JOSE PLT), FAIRCHILD SEMICONDUCTOR CORP (S SAN JOSE, FAIRCHILD SEMICONDUCTOR CORP. (SOUTH SAN JOSE PLANT), FAIRCHILD SEMICONDUCTOR CORPORATION, SCHLUMBERGER TECHNOLOGY CORP.",,The 22-acre Site is located about nine miles southeast of downtown San Jose at 101 Bernal Road. The Fairchild Semiconductor Corporation (Fairchild) constructed the facility in 1977 for electronics and semiconductor fabrication from 1977 to 1983. Industria,No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1 mile,"Urban Area (50,000+ people)",18.156827471,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#sanjose,,,-13555908.7275,4471578.009499997
528,FAIRFAX ST. WOOD TREATERS,FLD000623041,0410582,4,2610 FAIRFAX STREET,FL,DUVAL,JACKSONVILLE,32209,30.354092,-81.686394,Deleted from the Final NPL,Meets the Measure,Yes,FAIRFAX ST. WOOD TREATERS,,"Fairfax Street Wood Treaters Superfund (FSWT) site is located at 2610 Fairfax Street in Jacksonville, Florida. The 12-acre property is in a dense residential area, adjacent to two elementary schools, a day care center and several homes.
From 1980 to 2010,",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",12.589263028,No,Reuse Framework,http://semspub.epa.gov/src/document/04/11121141,,,,-9093287.7848,3549146.753899999
529,FAIRFIELD COAL GASIFICATION PLANT,IAD981124167,0700347,7,101 S 7TH ST,IA,JEFFERSON,FAIRFIELD,52556,41.0062,-91.9724,Currently on the Final NPL,Meets the Measure,Yes,FAIRFIELD COAL GASIFICATION PLANT,,"The Fairfield Coal Gasification Plant Site is a former manufactured gas plant (FMGP) located in Fairfield, Jefferson County, Iowa which has a population of approximately 10,000 residents. The Site property is located at 107 South Seventh Street. The 1.3 a",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",3.4970743744,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-iowa#fairfield,,,-10238320.735,5013256.2053999975
530,FALCON REFINERY,TXD086278058,0602349,6,FM 2725 AT BISHOP ROAD,TX,SAN PATRICIO,INGLESIDE,78362,27.860725,-97.179306,Currently on the Final NPL,Does Not Meet the Measure,No,FALCON REFINERY,,"The EPA completed the Remedial Investigation/Feasiblility Study  (RI/FS) for Operable Unit 01 Site Wide Ground Water on Septetmber 29, 2017. The Record of Decision documented the Agency's finding that the there was not an unacceptable risk to human health",No,Yes - 1 mile,No,No,"Urban Cluster (2,500-50,000 people)",224.28991527,No,,,,,,-10817950.8596,3231425.7192
531,FANSTEEL METALS/FMRI,OKD007221831,0601045,6,10 TANTALUM PLACE,OK,MUSKOGEE,MUSKOGEE,74403,35.77388,-95.305086,Currently on the Final NPL,,No,"FANSTEEL METALS, FANSTEEL METALS",,"The Site is located next to the Arkansas River at 10 Tantalum Place, Muskogee, Oklahoma, and includes approximately 105 acres, multiple process buildings, multiple process ponds containing process waste and a significant amount of stored waste as describe",Completely Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,,,No,,,,,,-10609313.6435,4269552.049900003
532,FARMERS' MUTUAL COOPERATIVE,IAD022193577,0700137,7,HWY 60 & PINE ST,IA,SIOUX,HOSPERS,51238,43.074169,-95.905,Deleted from the Final NPL,Meets the Measure,Yes,FARMERS' MUTUAL COOPERATIVE,,"The Farmers’ Mutual Cooperative Site is located in Hospers, Iowa. Farmers' Mutual Cooperative, an agricultural supply and service busines,s now operating under the name of Midwest Farmers' Cooperative, has been operating at the six-acre site since 1908. B",No,Yes - 1/2 mile,No,Yes - 1 mile,"Rural (less than 2,500 people)",10.021315984,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-iowa#farmers,,,-10676095.7645,5323267.947499998
533,"FCX, INC. (STATESVILLE PLANT)",NCD095458527,0404225,4,1620 W. FRONT ST.,NC,IREDELL,STATESVILLE,28677,35.7865,-80.9163,Currently on the Final NPL,Meets the Measure,Yes,"F C X., INC (STATESVILLE PLANT), FCX, INC. (STATESVILLE PLANT)",,"The FCX, Inc. (Statesville Plant) Superfund site includes several properties in Statesville, North Carolina, where Burlington Industries, Inc. and Beaunit operated a textile facility, and Farmer’s Cooperative Exchange (FCX) operated a pesticide facility.
",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Urban Area (50,000+ people)",4.4907796122,No,,,,,,-9007561.3129,4271283.728399999
534,"FCX, INC. (WASHINGTON PLANT)",NCD981475932,0404280,4,GRIMES RD,NC,BEAUFORT,WASHINGTON,27889,35.559581,-77.07445,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"F C X (WASHINGTON PLANT), F C X, INC (WASHINGTON PLANT), FCX (WASHINGTON PLANT), FCX, INC. (WASHINGTON PLANT)",,"The 12-acre FCX, Inc., (Washington Plant) Superfund site is located in northwest Washington, North Carolina. Grimes Road and Whispering Pines Road border the site to the northeast. Wetlands, Kennedy Creek and the Tar River border the site to the south and",No,No,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",14.627182758,Yes,,,,,,-8579888.5272,4240188.397699997
535,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),NJ9690510020,0201178,2,ROUTES 563 & 575,NJ,ATLANTIC,ATLANTIC COUNTY,08405,39.458331,-74.583339,Currently on the Final NPL,Does Not Meet the Measure,No,"FAA TECHNICAL CENTER, FEDERAL AVIATION ADMIN. TECH. CENTER, FEDERAL AVIATION ADMINISTRATION TECH CTR, FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT), NEW JERSEY AIR NATIONAL GUARD 177FW",,"The Federal Aviation Administration (FAA) William J. Hughes Technical Center (WJHTC) site is located in Ocean County, New Jersey, ten miles northwest of Atlantic City and covers over 5,000 acres. The facility is also home to the New Jersey Air National Gu",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",5396.12,Yes,,,,,,-8302579.3191,4787537.823700003
536,FEDERAL CREOSOTE,NJ0001900281,0204097,2,VALERIE DRIVE & LOUISE DRIVE,NJ,SOMERSET,MANVILLE,08835,40.544444,-74.584167,Deleted from the Final NPL,Meets the Measure,Yes,"FEDERAL CREOSOTE, FEDERAL CREOSOTE, FEDERAL CREOSOTE SITE","The 50-acre Federal Creosote Superfund site is in a residential and commercial area in Manville, New Jersey. A coal tar wood-treating facility was on site from 1911 to 1955. A developer later bought the property. In the 1960s, the developer built the Cla","The former Federal Creosote Superfund Site occupied approximately 50 acres of a highly developed residential/commercial area in the Borough of Manville, Somerset County, New Jersey. The Site was operated as a coal tar wood treatment facility from 1911 to ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",56.78,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-jersey#federal,,,-8302671.491699999,4945377.7038
537,FEDERATED METALS CORP WHITING,IND005444104,0501275,5,2230 INDIANAPOLIS BLVD,IN,LAKE,HAMMOND,46394,41.672435,-87.496064,Currently on the Final NPL,,No,"FEDERATED METALS CORP, FEDERATED METALS CORP WHITING",,"Summary
The Federated Metals Corporation (FMC) site is a former metal smelting, refining, recovery, and recycling facility, that operated nearly 50 years in Hammond, Indiana along the shore of Lake George.   After operations ceased at FMC, the corporation",No,Yes - 1/2 mile,No,Yes - 1/2 mile,,,No,,,,,,-9740017.2909,5112037.390799999
538,FEED MATERIALS PRODUCTION CENTER (USDOE),OH6890008976,0504934,5,2 MI W OF JUNCTION RT 128 & RT 126,OH,,FERNALD,45030,39.29945,-84.688331,Currently on the Final NPL,Meets the Measure,Yes,"FEED MATERIALS PRODUCTION, FEED MATERIALS PRODUCTION CENTER (USDOE), FEED MATERIALS PRODUCTION CENTER (USDOE), FEED MATERIALS PRODUCTION CTR, NATIONAL LEAD CO OF OHIO (SIA), US DOE FERNALD",,"The U.S. Department of Energy Feed Materials Production Center, also known as the Feeds Material Superfund site, is located, twenty miles northwest of Cincinnati in the town of Fernald, Ohio. The 1,050-acre facility operated from 1951 to 1989, producing h",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",,Yes,,,,,,-9427461.8831,4764656.437100001
539,FIBERS PUBLIC SUPPLY WELLS,PRD980763783,0202559,2,RTE 3,PR,,JOBOS,00784,17.9632,-66.1461,Currently on the Final NPL,Meets the Measure,Yes,"FIBERS PUBLIC SUPPLY WELLS, FIBERS PUBLIC SUPPLY WELLS","The 540-acre Fibers Public Supply Wells Superfund site is in Guayama, Puerto Rico. A synthetic fibers manufacturing plant (the Baxter facility), a sugar cane field and five public water supply wells owned by the Puerto Rico Aqueduct and Sewer Authority w","The Fibers Public Supply Wells site is located in Guayama, about two miles north of the Caribbean Sea, on the south coast of Puerto Rico. The 540-acre area includes a former synthetic fibers manufacturing plant. The site also includes five public water su",Partially Within,No,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",541.09968425,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-puerto-rico#fibers,,,-7363350.17,2033241.6185999997
540,FIELDS BROOK,OHD980614572,0504723,5,WATER BED OF CREEK R3W T13N,OH,ASHTABULA,ASHTABULA,44004,41.8915,-80.7754,Currently on the Final NPL,Does Not Meet the Measure,No,"FIELDS BROOK, FIELDS BROOK","The Fields Brook Superfund site is a 6-square-mile watershed in Ashtabula, Ohio. Since 1940, about 19 facilities have operated in the Fields Brook watershed. Facility operations range from metal fabrication to chemical production. Area activities resulte","The Fields Brook site, located about 55 miles east of Cleveland in Ashtabula, Ohio, is a 6-square-mile watershed of a brook where up to 19 separate facilities have operated since 1940. Activities range from metals fabrication to chemicals production. Fiel",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",8066.0717499,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-ohio#fields,,,-8991876.3966,5144740.501000002
541,"FIKE CHEMICAL, INC.",WVD047989207,0302940,3,W 19TH ST,WV,PUTNAM,NITRO,25143,38.426669,-81.8425,Currently on the Final NPL,Does Not Meet the Measure,No,"ARTEL SITE, FIKE CHEMICAL, FIKE CHEMICAL, INC, FIKE CHEMICAL, INC., FIKE CHEMICAL/ARTEL, FIKE/AMERICAN CYANAMID","The 13-acre Fike Chemical, Inc. Superfund site is in Nitro, West Virginia. From 1953 to 1988, Fike Chemical made small batches of custom chemicals on a 12-acre parcel. At a 1-acre parcel west of Fike Chemical, the Cooperative Sewage Treatment Plant treat","The Fike Chemical Site is located in Nitro, West Virginia. The Site consists of two parcels; an 11-acre parcel where chemical processing took place and a 1-acre parcel containing the former Cooperative Sewage Treatment (CST) plant. The CST plant treated s",No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",12.341725536,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-west-virginia#fike,,,-9110665.4252,4639876.415899999
